action,blood glucose,reward,meal,risk,time
[[0.0685151]],131.3528,11.830909490896216,0.0,1.0529610597865209,00:03
[[0.10820966]],133.597,13.807073630330292,0.0,1.1120362306551133,00:06
[[0.11426151]],135.8676,13.788115787969215,0.0,1.1696883484870426,00:09
0,137.96509,13.79010829077912,0.0,1.22064822940203,00:12
0,139.73865,13.812403594175148,0.0,1.2630281434217203,00:15
0,141.0614,-3.6764137407034223,0.0,1.2967113204945746,00:18
0,141.81705,-3.9939240495272887,0.0,1.3224199830474888,00:21
0,141.89302,-3.9551810631226676,0.0,1.3411976422857248,00:24
0,141.20282,-3.5232034258013867,0.0,1.3541389825007322,00:27
0,139.81305,14.153511061361513,0.0,1.3622632019746364,00:30
0,138.01988,14.190003629961701,0.0,1.3664664076877986,00:33
0,136.16933,14.186179540683032,0.0,1.3675145549334817,00:36
0,134.606,14.149118240613262,0.0,1.3660549120693666,00:39
0,133.64659,14.08768543128846,0.0,1.3626341255546617,00:42
0,133.44566,14.017987085644029,0.0,1.357716889599935,00:45
0,133.91537,13.957746783329899,0.0,1.3517025571764676,00:48
0,134.9136,13.907845036931196,0.0,1.344938805948594,00:51
0,136.29784,13.86702228463764,0.0,1.3377323519897208,00:54
0,137.92487,13.836223437214263,0.0,1.3303570859247333,00:57
0,139.64943,13.817906572569411,0.0,1.3230601255147365,01:00
0,141.32329,-3.846430332925931,0.0,1.3160662694588385,01:03
0,142.7974,-4.567756189694483,0.0,1.3095812727915197,01:06
0,143.92253,-5.0941633059127325,0.0,1.3037942832073057,01:09
0,144.56311,-5.358673525003183,0.0,1.2988796987512732,01:12
0,144.66573,-5.345312417602073,0.0,1.2949986386297319,01:15
0,144.30037,-5.105976668423182,0.0,1.292300162855216,01:18
0,143.56438,-4.694168590316134,0.0,1.2909223327337973,01:21
0,142.55501,-4.159069260537427,0.0,1.2909931713337977,01:24
0,141.3679,-3.5481206141318147,0.0,1.2926315591803768,01:27
0,140.09016,-2.9031634582518535,0.0,1.2959480836641668,01:30
0,138.79599,14.13908439775329,0.0,1.3010458494078754,01:33
0,137.55664,14.128666026471624,0.0,1.3080212497343338,01:36
0,136.44328,14.111702751372622,0.0,1.3169646953185457,01:39
0,135.52264,14.089518531249315,0.0,1.3279612942111585,01:42
0,134.83548,14.065101268784717,0.0,1.341091477018423,01:45
0,134.38354,14.042003258892343,0.0,1.3564315616012512,01:48
0,134.1599,14.020546504830417,0.0,1.374054252831547,01:51
0,134.15746,14.00022279696087,0.0,1.3940290744373107,01:54
0,134.37155,13.980337730258748,0.0,1.416422731578436,01:57
0,134.81189,13.95909845928185,0.0,1.4412994043834348,02:00
[[0.14807985]],135.5099,13.933910070357237,0.0,1.4687209263981191,02:03
[[0.15088927]],136.50177,13.9034860024925,0.0,1.4987439338650808,02:06
[[0.15396233]],137.82343,13.866756626663568,0.0,1.5313989187199193,02:09
0,139.5103,13.822472373736879,0.0,1.566648427216423,02:12
0,141.59694,-4.02920641166413,0.0,1.6043501174478578,02:15
0,144.11691,-5.35276226527489,0.0,1.6442528979602422,02:18
0,147.10309,-6.9212260359711255,0.0,1.6860295021473084,02:21
0,150.58794,-15.75222565037457,0.0,1.7293178165764997,02:24
0,151.7702,-16.046773149589647,0.0,1.773754836730022,02:27
0,148.23259,-6.6418268164406316,0.0,1.819000404233877,02:30
0,146.32545,-5.918888414859401,0.0,1.8647519636319663,02:33
0,145.72914,-5.790123904755023,0.0,1.9107524527903605,02:36
0,146.12448,-6.11149888313971,0.0,1.9567933222642784,02:39
0,147.1928,-6.731406358398896,0.0,2.002714285965589,02:42
0,148.61584,-7.491976044519941,0.0,2.048400994833804,02:45
0,150.07582,-15.231594984011636,0.0,2.093781480184655,02:48
0,151.25519,-15.787540051363186,0.0,2.1388219494348166,02:51
0,151.83676,-15.998374375667964,0.0,2.183522324993882,02:54
0,151.54552,-15.732607418973352,0.0,2.227911781854139,02:57
0,150.35812,-15.017280196665043,0.0,2.2720444459373685,03:00
0,148.6287,-7.084337213222224,0.0,2.3159953514825644,03:03
0,146.7953,-6.16136089217607,0.0,2.3598567126010908,03:06
0,145.29611,-5.460831062709133,0.0,2.403734535096918,03:09
0,144.52245,-5.166778068391988,0.0,2.4477455752362527,03:12
0,144.58406,-5.29949614002726,0.0,2.492014639288583,03:15
0,145.16837,-5.65546395192618,0.0,2.5366722092795086,03:18
0,145.86896,-6.021066012489483,0.0,2.581852375111819,03:21
0,146.27939,-6.190980355695692,0.0,2.6276910500944837,03:24
0,146.03203,-5.985055021481839,0.0,2.674324445335868,03:27
0,144.99228,-5.36765297544229,0.0,2.7218877779707746,03:30
0,143.37506,-4.493087223569431,0.0,2.7705141884917763,03:33
0,141.47292,-3.516472434859125,0.0,2.8203338433183545,03:36
0,139.57838,14.20935122594321,0.0,2.871473199993053,03:39
0,137.97792,14.168950156582204,0.0,2.9240544139162328,03:42
0,136.92206,14.107355480779361,0.0,2.9781948672157266,03:45
0,136.60744,14.031342933239241,0.0,3.0340068021203197,03:48
0,137.2187,13.93883085037766,0.0,3.0915970430005095,03:51
0,138.94041,13.821751851832467,0.0,3.1510667930106697,03:54
0,141.90623,-4.27996523735011,0.0,3.2125114929753016,03:57
0,145.94473,-6.455125982269194,0.0,3.276020731781081,04:00
[[0.33630474]],150.4268,-15.795873887463422,0.0,3.3416780378467443,04:03
[[0.34293551]],154.62161,-17.89642214881181,0.0,3.4095506913467832,04:06
[[0.34979923]],157.79782,-19.366183437023047,0.0,3.479618744658982,04:09
0,159.30116,-19.878464376938336,0.0,3.5516345754232126,04:12
0,158.9447,-19.41793958517749,0.0,3.62500116951256,04:15
0,157.24336,-18.365231870914297,0.0,3.6987650792804043,04:18
0,154.86679,-17.084462027573096,0.0,3.771734229523508,04:21
0,152.48386,-15.903467152334713,0.0,3.842625300773719,04:24
0,150.71681,-15.11515965893526,0.0,3.9101848432307493,04:27
0,149.9081,-7.845002904902121,0.0,3.9732737304626315,04:30
0,149.98044,-7.999914485468976,0.0,4.030918890033928,04:33
0,150.76431,-15.487957184732796,0.0,4.0823395748047275,04:36
0,152.0915,-16.227960298491137,0.0,4.126955248329628,04:39
0,153.79512,-17.136946645285903,0.0,4.164380922678158,04:42
0,155.70941,-18.130813695559084,0.0,4.194414413497375,04:45
0,157.66966,-19.125064880827935,0.0,4.21701877882535,04:48
0,159.51208,-20.03546376202332,0.0,4.2323022605904805,04:51
0,161.07365,-35.77849508670724,0.0,4.240497335766364,04:54
0,162.33519,-36.36596479345273,0.0,4.241939964711846,04:57
0,163.18468,-36.72745450254466,0.0,4.23704975178394,05:00
0,163.10869,-36.542208788491116,0.0,4.226311468934404,05:03
0,162.30939,-36.02762889563357,0.0,4.210258206362844,05:06
0,160.98914,-35.28709105888714,0.0,4.189456282960241,05:09
0,159.35043,-19.421974907339337,0.0,4.164491957135247,05:12
0,157.59589,-18.532231065259246,0.0,4.135959914334448,05:15
0,155.92809,-17.716871526206532,0.0,4.10445346323211,05:18
0,154.54959,-17.07461857782663,0.0,4.07055634266506,05:21
0,153.66293,-16.70473595355682,0.0,4.034836022067809,05:24
0,153.4393,-16.68794159434842,0.0,3.9978383666845314,05:27
0,153.8626,-16.99140476510881,0.0,3.960083533235261,05:30
0,154.63585,-17.42866968149464,0.0,3.922062960538955,05:33
0,155.39946,-17.810283182527733,0.0,3.884237321759407,05:36
0,155.79373,-17.95440127680664,0.0,3.8470353095955674,05:39
0,155.49168,-17.70173732934576,0.0,3.810853132229541,05:42
0,154.36385,-17.01884424745899,0.0,3.776054605638775,05:45
0,152.57704,-16.035480315321113,0.0,3.7429717365492747,05:48
0,150.3638,-14.877861587910644,0.0,3.711905699505425,05:51
0,147.95648,-6.659912435140672,0.0,3.683128120971659,05:54
0,145.5861,-5.492875732354266,0.0,3.656882592835524,05:57
0,143.47662,-11.482828871037576,0.0,3.6333863469610845,06:00
[[0.37305727]],141.84149,-10.73061817352437,0.0,3.6128318510497954,06:03
[[0.37099114]],140.89165,-10.338662494035017,0.0,3.5953773919509096,06:06
[[0.36922447]],140.83742,-10.41266648143959,0.0,3.5810721002310135,06:09
0,141.85245,-11.04067606431766,0.0,3.5697124343649884,06:12
0,143.8958,-12.186643873600357,0.0,3.560730283910902,06:15
0,146.60582,-13.636000318337983,0.0,3.5532068952089277,06:18
0,149.54819,-15.155798546677879,0.0,3.546010603210168,06:21
0,152.28789,-16.516988721156544,0.0,3.5379542878132804,06:24
0,154.42464,-17.514403732650987,0.0,3.527916859834253,06:27
0,155.76672,-18.077869953200338,0.0,3.514921783199585,06:30
0,156.43526,-18.31584943328503,0.0,3.4981797602941143,06:33
0,156.6219,-18.33852820406498,0.0,3.477105086918634,06:36
0,156.51967,-18.244721990305088,0.0,3.451314104136908,06:39
0,156.31618,-18.1280638912715,0.0,3.4206122880454655,06:42
0,156.15977,-18.056868071729077,0.0,3.3849747240322614,06:45
0,156.13937,-18.0666867099231,0.0,3.3445232666000795,06:48
0,156.33125,-18.19386715138266,0.0,3.29950260740693,06:51
0,156.81242,-18.477347300857797,0.0,3.2502567030438785,06:54
0,157.6436,-18.945729441673993,0.0,3.19720647649617,06:57
0,158.78464,-19.56457195124175,0.0,3.140829337254163,07:00
0,160.04373,-20.214726435856903,0.0,3.0816408141619718,07:03
0,161.19551,-20.776676372110266,0.0,3.0201784255342807,07:06
0,162.0148,-21.136089864364777,0.0,2.9569877970583516,07:09
0,162.27649,-21.179594623198614,0.0,2.8926109619054157,07:12
0,161.75551,-20.79555016562831,0.0,2.8275767274291876,07:15
0,160.22672,-19.8748699695325,0.0,2.7623929608809332,07:18
0,157.46494,-18.31233429655115,0.0,2.697540627402354,07:21
0,153.24484,-16.008748289346943,0.0,2.6334694035719663,07:24
0,150.32858,-14.761705821185727,0.0,2.5705946865077163,07:27
0,152.02454,-16.244168392612742,0.0,2.50929582022326,07:30
0,153.35028,-16.860719651023846,0.0,2.449915366330503,07:33
0,154.45691,-17.386165446969287,0.0,2.3927592543167933,07:36
0,155.49535,-17.89792423720607,0.0,2.338097656756604,07:39
0,156.61627,-18.472722330417245,0.0,2.2861664463461775,07:42
0,157.9702,-19.187134891973372,0.0,2.237169104083197,07:45
0,159.70743,-20.11797931944669,0.0,2.19127896084698,07:48
0,161.97809,-21.342657804321313,0.0,2.1486416677282,07:51
0,164.9321,-22.93931854620716,0.0,2.109377803430129,07:54
0,168.67326,-24.95615944927713,0.0,2.073585539685653,07:57
0,173.02939,-27.26229291490127,0.0,2.0413432977194996,08:00
[[0.20918431]],177.41444,-29.48589077251733,0.0,2.012712263981711,08:03
[[0.20619844]],181.15033,-31.257477344293626,0.0,1.987734145261588,08:06
[[0.20359752]],183.55852,-32.22765487383657,0.0,1.9664014320430636,08:09
0,184.04263,-32.112231980899374,0.0,1.9485996818834297,08:12
0,182.50252,-30.962923080762547,0.0,1.9340638482687678,08:15
0,179.58284,-29.252137971544414,0.0,1.922386310146536,08:18
0,176.09308,-27.41527838336894,0.0,1.9130741878784847,08:21
0,172.84229,-25.847070515594357,0.0,1.9056128838683315,08:24
0,170.55869,-24.884651548018013,0.0,1.899513744753774,08:27
0,169.48572,-24.559971537990947,0.0,1.8943438331794769,08:30
0,169.13965,-24.511194249508257,0.0,1.889741323046763,08:33
0,168.87564,-24.393213186888257,0.0,1.8854207270941592,08:36
0,168.04953,-23.885854828528032,0.0,1.8811715144547434,08:39
0,166.09149,-22.720659177900032,0.0,1.8768527710829201,08:42
0,162.87463,-20.9164840851014,0.0,1.8723857494754186,08:45
0,158.93611,-18.854331218673046,0.0,1.8677455319461966,08:48
0,154.96094,-16.89000652342621,0.0,1.8629525852957212,08:51
