action,blood glucose,reward,meal,risk,time
0.09854923188686371,135.3393,12.129197035424383,0.0,2.01112071032887,00:03
0.10848501905380802,133.48656,14.171016716582622,0.0,1.9251653398039215,00:06
0.10813914072078852,131.75804,14.149456562239408,0.0,1.865188560656554,00:09
0.0,130.16217,14.128977646696947,0.0,1.8216003386317714,00:12
0.0,128.73552,14.10769501840261,0.0,1.7878239057542862,00:15
0.0,127.52979,14.08522889108852,0.0,1.7588943950629004,00:18
0.0,126.60599,14.061608072106367,0.0,1.7309145916159916,00:21
0.0,126.0325,14.03659818449718,0.0,1.7008605778707706,00:24
0.0,125.87228,14.00999638255496,0.0,1.66649042987726,00:27
0.0,126.122025,13.984374643539885,0.0,1.6262733023121088,00:30
0.0,126.675446,13.964511755538524,0.0,1.5793141826330621,00:33
0.0,127.40683,13.951297982190077,0.0,1.5252702103408589,00:36
0.0,128.19438,13.945302603555234,0.0,1.4642614052457714,00:39
0.0,128.9243,13.947252528786692,0.0,1.3967802726871825,00:42
0.0,129.51437,13.955941221839659,0.0,1.3236043787361604,00:45
0.0,129.92773,13.968389864268072,0.0,1.2457149904853182,00:48
0.0,130.13869,13.983634593044656,0.0,1.1642238177856963,00:51
0.0,130.12251,14.001260006721925,0.0,1.0803089826008554,00:54
0.0,129.8511,14.021011774647002,0.0,0.9951606358081031,00:57
0.0,129.27213,14.04394398865394,0.0,0.9099361296922701,01:00
0.0,128.29655,14.071300405660374,0.0,0.825724305443759,01:03
0.0,126.82712,14.100733112460754,0.0,0.7435182323186361,01:06
0.0,124.76635,14.127281044446272,0.0,0.6641956059166559,01:09
0.0,122.04846,14.141586069000692,0.0,0.5885059505581965,01:12
0.0,118.79918,14.127343846724187,0.0,0.5170637545118132,01:15
0.0,115.431725,14.079880982500667,0.0,0.4503466817841761,01:18
0.0,112.422775,14.02269579803339,0.0,0.3886980395988371,01:21
0.0,110.24854,13.985618343834147,0.0,0.3323327290905055,01:24
0.0,109.32764,13.985697214236122,0.0,0.2813459630277738,01:27
0.0,109.73578,14.006956244723089,0.0,0.23572409510823347,01:30
0.0,111.03462,14.015642443177619,0.0,0.19535696823297516,01:33
0.0,112.6712,14.006045505199118,0.0,0.16005125258729008,01:36
0.0,114.092125,13.99335438819829,0.0,0.12954430722786622,01:39
0.0,114.78693,13.99285533129474,0.0,0.10351816038593603,01:42
0.0,114.50507,14.003201821985968,0.0,0.08161326319911802,01:45
0.0,113.38618,14.008598269598142,0.0,0.06344172854260215,01:48
0.0,111.65626,14.000005369090076,0.0,0.04859982057675231,01:51
0.0,109.54103,13.977101036853542,0.0,0.03667951115148325,01:54
0.0,107.257996,13.945428839454646,0.0,0.02727896595459065,01:57
0.0,104.97682,13.912607112011923,0.0,0.02001186597001004,02:00
0.0,102.79563,13.883770675427868,0.0,0.014515508203042683,02:03
0.0,100.79648,13.863700952655366,0.0,0.010457663591556894,02:06
0.0,99.06121,-10.612097875982348,0.0,0.007542199497516462,02:09
0.0,97.671524,-11.295682724562647,0.0,0.00551349918899024,02:12
0.0,96.70896,-11.74586846696123,0.0,0.004159731387743123,02:15
0.0,96.25494,-11.922581135497298,0.0,0.003315039455799403,02:18
0.0,96.390724,-11.789484141000234,0.0,0.0028607323756618544,02:21
0.0,97.19754,-11.314430340753256,0.0,0.0027255686470516478,02:24
0.0,99.262405,-10.171160114024643,0.0,0.0028852299224813244,02:27
0.0,102.26343,14.22782181329993,0.0,0.0033610840067535997,02:30
0.0,103.55055,14.077398782584252,0.0,0.004218337137299738,02:33
0.0,103.50042,13.997204293502858,0.0,0.005563673631002046,02:36
0.0,102.48959,13.93985342480777,0.0,0.007542477407279497,02:39
0.0,100.89463,13.890060189854463,0.0,0.010335724937388326,02:42
0.0,99.09206,-10.601316126657533,0.0,0.014156633161246225,02:45
0.0,97.45835,-11.426567971467946,0.0,0.01924713916051805,02:48
0.0,96.37,-11.930988751072453,0.0,0.02587428115098904,02:51
0.0,96.20347,-11.91690148617613,0.0,0.0343265428939684,02:54
0.0,97.28131,-11.242908205493508,0.0,0.044910216125260985,02:57
0.0,99.602745,-9.980393852644582,0.0,0.057945828226112696,03:00
0.0,102.68194,14.224988484451075,0.0,0.07376467524570862,03:03
0.0,105.92528,14.163658509398783,0.0,0.09270549363132422,03:06
0.0,108.73916,14.085962997526439,0.0,0.11511129770497802,03:09
